Frequency (Hz)	Level (dB)
850.561523	-68.048233
851.234436	-66.931076
851.907349	-66.719109
852.580261	-66.846825
853.253174	-67.008560
853.926086	-67.327141
854.598999	-67.556625
855.271912	-68.040184
855.944824	-68.160439
856.617737	-67.807892
857.290649	-67.358948
857.963562	-67.103065
858.636475	-66.872200
859.309387	-66.245224
859.982300	-65.805626
860.655212	-65.983818
861.328125	-65.254730
862.001038	-64.394333
862.673950	-63.728912
863.346863	-63.769943
864.019775	-63.934303
864.692688	-64.466713
865.365601	-64.859306
866.038513	-65.238174
866.711426	-65.517044
867.384338	-65.214218
868.057251	-65.130623
868.730164	-65.271973
869.403076	-65.355156
870.075989	-64.882195
870.748901	-64.241692
871.421814	-64.071800
872.094727	-63.292545
872.767639	-57.980881
873.440552	-55.104961
874.113464	-52.061222
874.786377	-49.925423
875.459290	-54.287830
876.132202	-59.557796
876.805115	-58.514988
877.478027	-56.210518
878.150940	-53.383144
878.823853	-49.912090
879.496765	-45.275841
880.169678	-41.496353
880.842590	-41.218678
881.515503	-41.395947
882.188416	-43.942982
882.861328	-50.360363
883.534241	-55.384914
884.207153	-57.824543
884.880066	-59.371342
885.552979	-59.823883
886.225891	-59.683334
886.898804	-60.044788
887.571716	-60.833572
888.244629	-61.832722
888.917542	-62.212978
889.590454	-62.134563
890.263367	-61.757660
890.936279	-61.665691
891.609192	-62.059666
892.282104	-63.060040
892.955017	-64.317307
893.627930	-65.486824
894.300842	-66.405685
894.973755	-66.824791
895.646667	-67.208473
896.319580	-67.105431
896.992493	-66.703812
897.665405	-66.478661
898.338318	-66.145241
899.011230	-66.249001
899.684143	-66.764221
900.357056	-66.923347
901.029968	-67.602440
901.702881	-67.941483
902.375793	-67.567780
903.048706	-67.372017
903.721619	-67.059082
904.394531	-67.140053
905.067444	-67.481384
905.740356	-66.696434
906.413269	-66.731270
907.086182	-67.520523
907.759094	-67.266174
908.432007	-67.648407
909.104919	-67.769775
909.777832	-66.868568
910.450745	-66.131889
911.123657	-66.337585
911.796570	-66.338089
912.469482	-63.628674
913.142395	-60.154579
913.815308	-56.712402
914.488220	-52.233582
915.161133	-46.336529
915.834045	-45.916584
916.506958	-50.745983
917.179871	-56.392113
917.852783	-60.138325
918.525696	-62.199005
919.198608	-64.123100
919.871521	-65.453484
920.544434	-66.383415
921.217346	-66.524605
921.890259	-66.886810
922.563171	-67.025391
923.236084	-67.513710
923.908997	-68.118492
924.581909	-68.884781
925.254822	-68.505219
925.927734	-67.571915
926.600647	-67.071953
927.273560	-66.917198
927.946472	-66.701752
928.619385	-66.240601
929.292297	-65.936539
929.965210	-66.575630
930.638123	-66.902451
931.311035	-67.237816
931.983948	-66.853249
932.656860	-66.361023
933.329773	-66.044167
934.002686	-65.447479
934.675598	-65.025856
935.348511	-64.698540
936.021423	-64.262138
936.694336	-63.814735
937.367249	-63.293583
938.040161	-63.094933
938.713074	-63.499100
939.385986	-63.994984
940.058899	-64.218666
940.731812	-64.006683
941.404724	-63.857075
942.077637	-63.868378
942.750549	-63.974365
943.423462	-63.584141
944.096375	-63.385578
944.769287	-63.149952
945.442200	-64.241119
946.115112	-64.803604
946.788025	-62.640564
947.460938	-60.860565
948.133850	-60.251152
948.806763	-59.938927
949.479675	-59.610882
950.152588	-59.462223
950.825500	-59.802063
951.498413	-60.362164
952.171326	-61.035782
952.844238	-61.335457
953.517151	-60.712616
954.190063	-59.553226
954.862976	-58.450306
955.535889	-57.689007
956.208801	-57.311459
956.881714	-57.311131
957.554626	-57.846096
958.227539	-58.859520
958.900452	-60.071304
959.573364	-61.214535
960.246277	-61.817776
960.919189	-61.822872
961.592102	-61.483467
962.265015	-60.926750
962.937927	-60.586933
963.610840	-60.045238
964.283752	-59.668076
964.956665	-59.690929
965.629578	-60.084778
966.302490	-60.143326
966.975403	-59.913448
967.648315	-59.319286
968.321228	-58.892834
968.994141	-58.966782
969.667053	-59.051296
970.339966	-58.483540
971.012878	-58.492847
971.685791	-59.227474
972.358704	-59.850937
973.031616	-59.134525
973.704529	-57.484142
974.377441	-55.905647
975.050354	-55.301483
975.723267	-55.464146
976.396179	-56.332737
977.069092	-57.556076
977.742004	-57.845112
978.414917	-56.482563
979.087830	-54.971531
979.760742	-52.609989
980.433655	-49.963123
981.106567	-50.651474
981.779480	-55.239693
982.452393	-53.574593
983.125305	-49.561012
983.798218	-46.269199
984.471130	-42.726681
985.144043	-38.844067
985.816956	-36.339287
986.489868	-35.566250
987.162781	-35.580471
987.835693	-36.847862
988.508606	-38.780880
989.181519	-41.731445
989.854431	-45.568565
990.527344	-47.722534
991.200256	-50.361195
991.873169	-51.768646
992.546082	-52.885803
993.218994	-54.173130
993.891907	-54.891987
994.564819	-54.713631
995.237732	-54.346783
995.910645	-53.710487
996.583557	-52.856346
997.256470	-52.827682
997.929382	-53.540161
998.602295	-54.237354
999.275208	-54.715221
999.948120	-54.989872
1000.621033	-55.089882
1001.293945	-54.890331
1001.966858	-54.819988
1002.639771	-55.221977
1003.312683	-55.915810
1003.985596	-56.839294
1004.658508	-57.940834
1005.331421	-59.313740
1006.004333	-60.676834
1006.677246	-61.648930
1007.350159	-62.320599
1008.023071	-62.466885
1008.695984	-62.466179
1009.368896	-62.416264
1010.041809	-62.030155
1010.714722	-61.781200
1011.387634	-61.518105
1012.060547	-60.881798
1012.733459	-59.842491
1013.406372	-58.387871
1014.079285	-57.227577
1014.752197	-56.693470
1015.425110	-56.678127
1016.098022	-57.488880
1016.770935	-58.523487
1017.443848	-59.289021
1018.116760	-60.147293
1018.789673	-61.010780
1019.462585	-61.218708
1020.135498	-61.234570
1020.808411	-60.960079
1021.481323	-60.164665
1022.154236	-59.692585
1022.827148	-59.408535
1023.500061	-59.009563
1024.172974	-59.007217
1024.845886	-57.514378
1025.518799	-54.326084
1026.191711	-50.427124
1026.864624	-46.961494
1027.537537	-47.217068
1028.210449	-50.734665
1028.883362	-51.838936
1029.556274	-54.082188
1030.229187	-55.840458
1030.902100	-56.971561
1031.575012	-58.007092
1032.247925	-58.745827
1032.920837	-58.504570
1033.593750	-57.534630
1034.266663	-56.732452
1034.939575	-56.665699
1035.612488	-57.313515
1036.285400	-57.523064
1036.958313	-57.908863
1037.631226	-58.065887
1038.304138	-57.232727
1038.977051	-56.549149
1039.649963	-56.110874
1040.322876	-55.727905
1040.995789	-55.248154
1041.668701	-54.571800
1042.341614	-53.804573
1043.014526	-53.409958
1043.687439	-52.784149
1044.360352	-51.028912
1045.033264	-49.615334
1045.706177	-47.868641
1046.379089	-47.363415
1047.052002	-45.407742
1047.724915	-40.849430
1048.397827	-40.281563
1049.070740	-43.468426
1049.743652	-47.023357
1050.416565	-45.898140
1051.089478	-44.600307
1051.762390	-49.726521
1052.435303	-53.155178
1053.108215	-54.856144
1053.781128	-55.657459
1054.454041	-56.689728
1055.126953	-57.675087
1055.799866	-58.153408
1056.472778	-58.997330
1057.145691	-59.197132
1057.818604	-59.416332
1058.491516	-59.679932
1059.164429	-59.311256
1059.837341	-58.948868
1060.510254	-58.902382
1061.183167	-59.378242
1061.856079	-60.030964
1062.528992	-60.655590
1063.201904	-60.824219
1063.874817	-60.790382
1064.547729	-60.610180
1065.220642	-60.804604
1065.893555	-61.279587
1066.566467	-61.232033
1067.239380	-61.199757
1067.912292	-61.244049
1068.585205	-61.410503
1069.258118	-61.972275
1069.931030	-62.502102
1070.603943	-62.806534
1071.276855	-62.608639
1071.949768	-62.847912
1072.622681	-63.112740
1073.295593	-63.344856
1073.968506	-63.207035
1074.641418	-63.701427
1075.314331	-64.016441
1075.987244	-64.068222
1076.660156	-64.355988
1077.333069	-64.345337
1078.005981	-63.840073
1078.678894	-64.106873
1079.351807	-64.844345
1080.024719	-65.018448
1080.697632	-64.420563
1081.370544	-64.879402
1082.043457	-66.016716
1082.716370	-66.880035
1083.389282	-67.207809
1084.062195	-67.335526
1084.735107	-67.387108
1085.408020	-67.374992
1086.080933	-67.326942
1086.753845	-66.382858
1087.426758	-66.083649
1088.099670	-66.079796
1088.772583	-66.221581
1089.445496	-66.639725
1090.118408	-66.303123
1090.791321	-66.598427
1091.464233	-66.599739
1092.137146	-66.572426
1092.810059	-66.651009
1093.482971	-66.548752
1094.155884	-66.652412
1094.828796	-66.367508
1095.501709	-66.128456
1096.174622	-66.044800
1096.847534	-66.169151
1097.520447	-66.470490
1098.193359	-66.591484
1098.866272	-67.189812
1099.539185	-67.046646
1100.212097	-65.221664
1100.885010	-62.132145
1101.557922	-56.466236
1102.230835	-54.139996
1102.903748	-57.688839
1103.576660	-60.699734
1104.249573	-62.110504
1104.922485	-62.937382
1105.595398	-63.944134
1106.268311	-65.277946
1106.941223	-66.013725
1107.614136	-66.187897
1108.287048	-65.851807
1108.959961	-64.885208
1109.632874	-64.306648
1110.305786	-63.332905
1110.978699	-62.105591
1111.651611	-61.440464
1112.324524	-61.483719
1112.997437	-61.910374
1113.670349	-62.712116
1114.343262	-63.254425
1115.016174	-63.326515
1115.689087	-63.339275
1116.362000	-63.258080
1117.034912	-63.175720
1117.707825	-63.053947
1118.380737	-63.100460
1119.053650	-63.137814
1119.726562	-63.203686
1120.399475	-62.878284
1121.072388	-62.829872
1121.745300	-63.007545
1122.418213	-63.182716
1123.091125	-63.013222
1123.764038	-62.505672
1124.436951	-61.901161
1125.109863	-61.761093
1125.782776	-61.902962
1126.455688	-61.960732
1127.128601	-61.791210
1127.801514	-61.200588
1128.474426	-60.667717
1129.147339	-60.432674
1129.820251	-60.585846
1130.493164	-61.037842
1131.166077	-61.521690
1131.838989	-61.593872
1132.511902	-61.650143
1133.184814	-61.847374
1133.857727	-62.907124
1134.530640	-63.315075
1135.203552	-62.589294
1135.876465	-61.625629
1136.549377	-60.974571
1137.222290	-60.273815
1137.895203	-59.956852
1138.568115	-59.880028
1139.241028	-59.728676
1139.913940	-59.789101
1140.586853	-59.414402
1141.259766	-58.418507
1141.932678	-58.261536
1142.605591	-58.820965
1143.278503	-58.786816
1143.951416	-58.828861
1144.624329	-58.418011
1145.297241	-58.200012
1145.970154	-58.140701
1146.643066	-57.498848
1147.315979	-56.949871
1147.988892	-56.553078
1148.661804	-55.978985
1149.334717	-55.605812
1150.007629	-54.502136
1150.680542	-53.404530
1151.353455	-53.334114
1152.026367	-52.751877
1152.699280	-52.014980
1153.372192	-49.353897
1154.045105	-47.341755
1154.718018	-47.791927
1155.390930	-52.646534
1156.063843	-54.859306
1156.736755	-54.480381
1157.409668	-54.957363
1158.082581	-55.259884
1158.755493	-55.698689
1159.428406	-56.591568
1160.101318	-57.996719
1160.774231	-59.400257
1161.447144	-59.334629
1162.120056	-58.691967
1162.792969	-57.854923
1163.465881	-56.929546
1164.138794	-55.620308
1164.811707	-54.089687
1165.484619	-53.583202
1166.157532	-53.567589
1166.830444	-53.878731
1167.503357	-54.260792
1168.176270	-54.479912
1168.849182	-54.638424
1169.522095	-54.665218
1170.195007	-54.039455
1170.867920	-52.662243
1171.540833	-49.867527
1172.213745	-46.534882
1172.886658	-43.661636
1173.559570	-41.928715
1174.232483	-41.054771
1174.905396	-39.029346
1175.578308	-39.216431
1176.251221	-38.370712
1176.924133	-37.311146
1177.597046	-38.319649
1178.269958	-39.834694
1178.942871	-40.044559
1179.615784	-42.199509
1180.288696	-46.418831
1180.961609	-48.749439
1181.634521	-49.717548
1182.307434	-50.701187
1182.980347	-51.976490
1183.653259	-53.835018
1184.326172	-55.338131
1184.999084	-56.663898
1185.671997	-58.084831
1186.344910	-57.995441
1187.017822	-57.808311
1187.690735	-57.250568
1188.363647	-56.999081
1189.036560	-57.143074
1189.709473	-58.047462
1190.382385	-59.385204
1191.055298	-60.804558
1191.728210	-62.273331
1192.401123	-63.541962
1193.074036	-64.487930
1193.746948	-64.708397
1194.419861	-64.517464
1195.092773	-64.556786
1195.765686	-65.019630
1196.438599	-65.524727
1197.111511	-66.153641
1197.784424	-66.986237
1198.457336	-67.862251
1199.130249	-67.857811
1199.803162	-67.698166
1200.476074	-67.809898
1201.148987	-67.801491
1201.821899	-67.983437
1202.494812	-67.718071
1203.167725	-68.014694
1203.840637	-67.759529
1204.513550	-68.084274
1205.186462	-68.895546
1205.859375	-69.680260
1206.532288	-69.460289
1207.205200	-69.898018
1207.878113	-69.318481
1208.551025	-69.315331
1209.223938	-68.864372
1209.896851	-68.502945
1210.569763	-68.333641
1211.242676	-68.456917
1211.915588	-67.770912
1212.588501	-66.853798
1213.261414	-67.077576
1213.934326	-68.080544
1214.607239	-67.629364
1215.280151	-68.366028
1215.953064	-67.785080
1216.625977	-67.353172
1217.298889	-67.069199
1217.971802	-67.283440
1218.644714	-67.298782
1219.317627	-67.228676
1219.990540	-66.842216
1220.663452	-66.264008
1221.336365	-63.906555
1222.009277	-59.577789
1222.682190	-55.196365
1223.355103	-55.042686
1224.028015	-59.003922
1224.700928	-60.333611
1225.373840	-60.039928
1226.046753	-57.741337
1226.719666	-51.608074
1227.392578	-45.643532
1228.065491	-47.830273
1228.738403	-57.543274
1229.411316	-63.139729
1230.084229	-64.974312
1230.757141	-65.577591
1231.430054	-64.281769
1232.102966	-61.773403
1232.775879	-56.449558
1233.448792	-53.094101
1234.121704	-54.695553
1234.794617	-58.542870
1235.467529	-55.044201
1236.140442	-49.527210
1236.813354	-47.712456
1237.486267	-48.162025
1238.159180	-49.855869
1238.832092	-55.756268
1239.505005	-60.699909
1240.177917	-62.724125
1240.850830	-63.501186
1241.523743	-63.532772
1242.196655	-62.551823
1242.869568	-61.128792
1243.542480	-61.878025
1244.215393	-64.404503
1244.888306	-66.042274
1245.561218	-67.101387
1246.234131	-67.374214
1246.907043	-67.843666
1247.579956	-68.381065
1248.252869	-68.403473
1248.925781	-68.482018
1249.598694	-67.513832
1250.271606	-66.662300
1250.944519	-67.012230
1251.617432	-66.842896
1252.290344	-66.851143
1252.963257	-67.276260
1253.636169	-67.118179
1254.309082	-67.080597
1254.981995	-67.242516
1255.654907	-68.024490
1256.327820	-68.480156
1257.000732	-67.966476
1257.673645	-67.324890
1258.346558	-66.937721
1259.019470	-66.873260
1259.692383	-66.330238
1260.365295	-66.629494
1261.038208	-67.033897
1261.711121	-67.892746
1262.384033	-69.155586
1263.056946	-70.360191
1263.729858	-69.451859
1264.402771	-68.929176
1265.075684	-68.894699
1265.748596	-70.045753
1266.421509	-69.257317
1267.094421	-69.311531
1267.767334	-69.879929
1268.440247	-68.691910
1269.113159	-68.081993
1269.786072	-67.232613
1270.458984	-66.506943
1271.131897	-66.468369
1271.804810	-67.660591
1272.477722	-67.872040
1273.150635	-68.009804
1273.823547	-69.137291
1274.496460	-69.981995
1275.169373	-70.055954
1275.842285	-69.788231
1276.515198	-69.635208
1277.188110	-69.515976
1277.861023	-68.905510
1278.533936	-67.903816
1279.206848	-67.473511
1279.879761	-67.970680
1280.552673	-67.974533
1281.225586	-66.814590
1281.898499	-66.645386
1282.571411	-66.784851
1283.244324	-66.182190
1283.917236	-66.352470
1284.590149	-65.944122
1285.263062	-65.785988
1285.935974	-64.946701
1286.608887	-64.573708
1287.281799	-64.581589
1287.954712	-64.340637
1288.627625	-64.689400
1289.300537	-64.188316
1289.973450	-63.454315
1290.646362	-63.157543
1291.319275	-62.925159
1291.992188	-62.735355
1292.665100	-62.244804
1293.338013	-62.187405
1294.010925	-62.663795
1294.683838	-62.325054
1295.356750	-62.332474
1296.029663	-62.630009
1296.702576	-62.815331
1297.375488	-63.866196
1298.048401	-63.368771
1298.721313	-62.403004
1299.394226	-62.262718
1300.067139	-61.158718
1300.740051	-60.488251
1301.412964	-59.968559
1302.085876	-59.782085
1302.758789	-59.960720
1303.431702	-58.709408
1304.104614	-59.046509
1304.777527	-57.643917
1305.450439	-55.969601
1306.123352	-55.996429
1306.796265	-53.806374
1307.469177	-51.509308
1308.142090	-53.007908
1308.815002	-53.187889
1309.487915	-49.553276
1310.160828	-45.490860
1310.833740	-41.905640
1311.506653	-38.981682
1312.179565	-40.362911
1312.852478	-43.051933
1313.525391	-47.194077
1314.198303	-49.771770
1314.871216	-50.936020
1315.544128	-51.054863
1316.217041	-50.636955
1316.889954	-49.738331
1317.562866	-48.474216
1318.235779	-47.485439
1318.908691	-46.703384
1319.581604	-45.066807
1320.254517	-43.311382
1320.927429	-42.538277
1321.600342	-40.965324
1322.273254	-40.289879
1322.946167	-40.488819
1323.619080	-42.250137
1324.291992	-44.417549
1324.964905	-45.711861
1325.637817	-48.584469
1326.310730	-53.308594
1326.983643	-55.201939
1327.656555	-56.123245
1328.329468	-56.819546
1329.002380	-57.205914
1329.675293	-57.905441
1330.348206	-58.983826
1331.021118	-59.284718
1331.694031	-59.096149
1332.366943	-58.703541
1333.039856	-59.047501
1333.712769	-59.989967
1334.385681	-60.854668
1335.058594	-61.357765
1335.731506	-61.480030
1336.404419	-61.837521
1337.077332	-63.005505
1337.750244	-64.471054
1338.423157	-64.902992
1339.096069	-64.556442
1339.768982	-63.844048
1340.441895	-63.395428
1341.114807	-63.067467
1341.787720	-62.910362
1342.460632	-63.578236
1343.133545	-63.696102
1343.806458	-63.965561
1344.479370	-63.882786
1345.152283	-64.093681
1345.825195	-64.306580
1346.498108	-64.548363
1347.171021	-65.022385
1347.843933	-65.065735
1348.516846	-65.026466
1349.189758	-65.146667
1349.862671	-65.388580
1350.535583	-66.017807
1351.208496	-66.323013
1351.881409	-66.078201
1352.554321	-65.636139
1353.227234	-64.725311
1353.900146	-65.358543
1354.573059	-66.098328
1355.245972	-66.331314
1355.918884	-67.157608
1356.591797	-67.400169
1357.264709	-67.469032
1357.937622	-66.999275
1358.610535	-66.907669
1359.283447	-66.401031
1359.956360	-66.582283
1360.629272	-66.882507
1361.302185	-66.893211
1361.975098	-67.041779
1362.648010	-67.395943
1363.320923	-68.243591
1363.993835	-68.842285
1364.666748	-68.867867
